student_id,study_hours,attendance,previous_grade,parental_support,extracurricular,sleep_hours,assignments_completed,age,gender,performance,final_grade
3661,5.1,100.0,91.7,2,2,7.1,63.3,19,Male,High,69.2
3662,4.2,59.0,78.7,3,0,6.3,82.9,17,Male,Low,58.8
3663,6.9,91.9,93.4,3,2,5.4,76.1,17,Male,Medium,67.8
3664,6.8,100.0,37.1,5,3,7.4,71.6,19,Female,High,58.0
3665,9.0,75.1,76.9,4,0,7.8,83.9,15,Male,High,71.6
3666,2.9,92.9,62.3,2,0,7.2,58.3,17,Female,Low,47.6
3667,7.8,65.3,96.3,3,2,6.2,49.0,16,Male,Medium,67.8
3668,7.5,69.7,93.2,3,1,7.9,100.0,16,Male,Medium,82.4
3669,5.6,85.8,70.5,2,4,6.7,81.9,16,Female,Medium,67.7
3670,6.8,92.0,93.0,3,2,5.2,83.1,18,Female,High,84.2
3671,8.6,96.8,96.7,5,1,8.6,65.9,16,Female,High,78.9
3672,8.2,100.0,71.1,3,3,7.5,96.2,15,Male,High,71.2
3673,3.1,79.0,100.0,4,2,6.8,70.4,15,Female,Medium,72.3
3674,8.1,97.9,69.5,4,1,4.6,29.8,15,Female,High,79.5
3675,5.8,74.9,66.8,4,1,5.9,69.8,18,Male,Medium,72.1
3676,6.2,93.5,83.0,3,3,10.0,74.9,17,Male,High,70.6
3677,6.2,83.1,64.7,4,0,4.7,76.9,19,Male,Low,55.2
3678,5.6,86.7,71.3,5,1,6.6,76.4,18,Female,Medium,65.5
3679,9.0,86.4,91.1,2,1,7.0,68.4,18,Male,High,82.1
3680,5.8,55.9,70.3,3,1,7.5,66.7,16,Male,Low,57.6
3681,3.2,63.1,44.6,5,3,4.8,74.6,16,Female,Low,52.5
3682,5.0,81.5,75.5,4,3,7.3,50.4,17,Male,Medium,70.4
3683,6.4,54.7,59.6,3,3,4.5,44.8,17,Male,Low,62.5
3684,9.1,92.5,83.0,4,3,7.1,81.8,17,Female,High,86.4
3685,7.5,93.1,80.4,3,4,6.0,82.1,15,Female,High,78.6
3686,3.9,84.9,92.1,3,0,5.7,95.8,19,Female,Low,76.6
3687,12.0,63.2,83.6,3,1,8.3,75.4,15,Female,High,71.5
3688,6.7,100.0,86.4,3,2,6.6,58.5,16,Female,High,86.5
3689,9.2,100.0,60.0,4,2,7.7,45.1,17,Male,High,75.8
3690,5.6,82.2,82.1,4,2,7.8,64.0,16,Female,Medium,68.3
3691,7.3,87.7,99.5,5,1,8.9,87.6,15,Female,High,90.6
3692,8.1,83.0,59.7,2,1,5.2,100.0,16,Male,Medium,59.0
3693,9.0,88.0,97.0,4,2,8.4,81.0,15,Female,High,89.5
3694,8.6,78.2,61.8,3,4,7.0,58.2,16,Female,High,69.7
3695,8.2,79.5,57.2,3,2,6.4,64.2,16,Male,Medium,65.6
3696,5.2,93.6,74.4,5,0,5.3,64.7,17,Male,Medium,64.3
3697,4.6,100.0,80.7,3,3,7.9,72.7,17,Male,High,79.1
3698,6.8,59.0,83.7,2,1,5.6,100.0,17,Male,Low,58.6
3699,8.3,78.4,55.6,2,1,7.8,100.0,17,Male,Medium,63.6
3700,5.4,62.3,76.5,3,2,9.9,76.9,16,Male,Low,64.8
3701,8.7,100.0,59.7,4,3,8.5,83.3,15,Female,High,61.4
3702,9.6,71.2,47.7,5,3,9.1,65.6,18,Male,High,60.2
3703,3.7,58.4,56.1,4,2,5.9,49.2,17,Male,Low,57.0
3704,3.9,89.6,58.7,5,2,8.1,100.0,15,Male,Medium,62.7
3705,5.6,100.0,77.8,4,2,5.3,38.2,19,Male,Medium,74.9
3706,6.8,90.0,87.3,5,1,6.6,47.0,17,Female,High,70.6
3707,4.7,83.1,47.9,2,4,9.6,100.0,16,Male,Low,59.9
3708,9.4,86.1,75.3,5,3,6.1,80.3,19,Female,High,75.9
3709,7.1,100.0,52.3,3,0,8.7,59.7,16,Female,Medium,58.1
3710,6.1,66.9,79.4,5,3,8.5,92.3,19,Male,High,68.5
3711,2.4,78.3,60.7,2,2,8.6,93.9,15,Female,Low,53.3
3712,2.7,73.2,54.2,4,5,5.1,56.0,16,Male,Low,49.3
3713,6.7,62.5,82.0,4,3,7.8,70.4,17,Female,Medium,67.1
3714,0.7,75.1,61.2,5,1,6.8,95.8,15,Female,Low,55.3
3715,8.5,96.6,65.3,4,3,8.6,65.3,15,Female,High,70.1
3716,5.6,88.5,36.7,3,2,4.5,85.1,18,Female,Low,58.2
3717,12.0,89.7,84.2,4,1,7.6,100.0,16,Male,High,68.9
3718,11.8,82.2,82.3,3,3,7.3,36.9,19,Female,High,76.1
3719,5.5,87.8,70.1,2,2,4.0,73.9,17,Male,Medium,61.5
3720,5.7,68.0,47.1,3,0,5.7,84.7,18,Female,Low,47.4
3721,8.5,75.4,88.1,3,3,4.3,47.7,17,Male,Medium,70.8
3722,10.3,82.9,60.0,3,3,5.9,70.5,17,Female,High,71.2
3723,1.9,84.2,63.2,5,1,7.8,98.8,16,Male,Low,52.4
3724,1.5,84.8,100.0,5,2,7.3,67.3,17,Female,Medium,77.7
3725,4.4,77.9,59.4,2,2,7.3,53.3,16,Male,Low,60.9
3726,7.5,74.3,81.1,2,1,5.4,100.0,16,Male,Medium,69.9
3727,7.2,100.0,78.4,3,4,8.7,88.0,15,Female,High,74.1
3728,8.7,93.6,75.9,3,0,7.0,78.8,15,Female,High,71.3
3729,3.0,86.2,74.2,2,1,7.1,78.2,16,Female,Low,58.2
3730,0.2,76.5,75.6,3,1,8.4,98.5,18,Female,Low,52.0
3731,8.1,73.2,74.1,4,2,5.5,85.3,16,Female,High,66.7
3732,3.9,78.0,69.2,4,3,7.3,91.6,16,Male,Medium,63.8
3733,1.0,84.4,92.7,3,2,7.6,67.5,19,Male,Low,76.2
3734,6.4,51.8,50.3,3,1,6.2,45.5,17,Female,Low,51.1
3735,8.0,56.5,85.3,4,3,8.0,91.2,19,Female,High,76.7
3736,5.7,70.4,82.3,4,0,7.7,99.8,19,Female,High,80.3
3737,4.9,83.1,80.5,3,1,6.8,76.0,15,Female,Medium,71.0
3738,5.6,76.4,86.8,2,0,6.8,96.0,19,Female,Low,68.6
3739,5.1,100.0,68.6,3,0,7.8,74.0,15,Male,Low,58.6
3740,2.6,57.8,42.0,2,2,8.2,78.4,19,Male,Low,37.4
3741,4.2,68.7,68.9,3,1,7.1,100.0,17,Male,Low,62.5
3742,7.3,100.0,55.1,2,1,8.7,74.8,17,Female,Medium,71.3
3743,6.8,82.0,59.0,3,3,8.0,73.7,18,Female,Medium,69.8
3744,6.4,93.3,51.4,3,1,4.3,46.3,18,Female,Low,59.9
3745,3.5,100.0,62.8,4,3,4.9,92.4,17,Male,Medium,62.4
3746,5.5,69.6,61.1,1,3,8.8,67.2,17,Female,Low,45.3
3747,0.6,78.5,34.3,4,2,6.6,82.7,15,Female,Low,39.4
3748,6.4,75.9,80.5,2,2,7.2,74.3,18,Female,Medium,70.1
3749,9.6,50.7,100.0,1,2,8.7,72.0,15,Male,Medium,73.8
3750,2.3,75.3,79.1,5,1,7.0,77.9,18,Male,Low,70.2
3751,4.5,93.2,67.0,4,4,7.1,79.3,17,Male,High,66.0
3752,6.8,88.1,69.2,2,2,5.7,100.0,16,Male,High,68.3
3753,9.1,89.3,63.7,4,4,7.6,100.0,17,Male,High,69.7
3754,4.9,74.4,71.4,4,3,7.9,91.7,18,Male,Medium,71.6
3755,4.3,70.2,69.4,3,0,6.1,100.0,19,Female,Low,62.4
3756,1.1,99.0,57.4,3,1,5.6,95.4,16,Female,Low,49.1
3757,6.3,72.5,95.2,5,1,10.9,88.9,19,Female,High,86.4
3758,11.1,84.4,47.7,3,3,6.9,100.0,19,Male,High,54.2
3759,6.7,82.5,80.8,3,4,6.0,56.4,18,Male,High,63.1
3760,5.9,100.0,68.5,3,2,8.1,67.7,18,Male,High,63.6
3761,6.8,94.6,98.5,4,1,6.9,65.2,17,Male,High,72.8
3762,6.0,60.6,75.1,5,1,5.4,74.6,15,Female,Low,62.7
3763,4.0,62.2,64.6,4,3,7.7,92.3,17,Female,Low,58.6
3764,8.1,88.7,66.3,4,4,5.7,59.9,18,Male,High,65.6
3765,6.6,79.0,70.6,5,1,9.4,89.1,19,Male,Medium,70.4
3766,6.0,73.2,52.9,4,0,7.7,69.4,17,Male,Low,49.0
3767,3.6,95.2,58.5,4,2,6.6,73.8,18,Female,Medium,54.7
3768,9.3,82.8,43.2,5,0,7.2,83.6,18,Male,High,56.2
3769,7.7,80.8,56.2,1,3,8.4,100.0,16,Female,Medium,53.1
3770,4.6,91.7,71.4,4,2,7.3,67.2,16,Female,Medium,63.6
3771,8.5,74.4,74.5,4,3,10.2,78.6,18,Male,High,79.4
3772,4.8,100.0,40.3,5,2,8.7,60.6,16,Male,Medium,45.7
3773,4.0,68.2,67.9,5,2,7.7,67.0,16,Male,Low,57.4
3774,4.1,89.9,78.5,4,1,5.6,60.4,17,Female,Medium,72.9
3775,1.6,100.0,67.6,5,3,6.8,84.4,18,Female,Medium,70.3
3776,7.2,59.3,60.5,3,3,7.7,87.7,17,Female,Low,55.7
3777,1.4,74.8,63.8,1,2,5.8,92.4,18,Female,Low,62.6
3778,2.9,97.1,61.9,1,2,8.9,66.4,16,Female,Low,45.5
3779,0.8,97.4,60.4,3,0,5.5,89.1,16,Female,Low,49.5
3780,5.8,77.4,72.6,3,0,6.0,82.0,17,Male,Low,51.3
3781,5.6,69.0,100.0,3,3,6.2,79.0,18,Male,High,79.6
3782,5.2,94.3,58.8,3,2,8.1,57.7,17,Male,Medium,77.5
3783,3.4,97.8,65.2,5,2,5.8,82.8,15,Female,Medium,73.2
3784,3.1,62.5,69.2,3,3,4.3,83.3,17,Male,Low,61.0
3785,7.2,61.9,59.7,5,2,8.6,81.8,18,Male,High,64.8
3786,4.6,83.4,86.5,5,2,6.3,87.2,16,Male,High,75.1
3787,6.8,89.4,34.4,3,1,5.4,92.5,15,Female,Medium,60.7
3788,3.8,75.5,62.0,3,3,5.9,60.2,17,Male,Low,61.8
3789,6.5,90.2,82.3,4,2,9.6,76.1,15,Male,High,75.9
3790,9.3,69.3,65.6,4,0,6.0,89.3,17,Female,High,69.1
3791,7.5,48.3,57.7,3,3,6.8,75.2,15,Male,Low,63.2
3792,5.0,73.6,76.6,2,2,6.3,97.3,16,Male,Low,70.6
3793,6.6,80.9,83.6,3,3,5.2,81.6,16,Female,Medium,60.0
3794,5.4,75.9,73.2,2,4,5.9,44.8,15,Male,Medium,68.6
3795,6.0,62.6,58.0,3,3,5.0,95.1,15,Female,Low,62.0
3796,5.2,52.8,76.8,3,3,8.4,77.9,18,Female,Low,61.6
3797,5.6,72.3,64.0,4,0,7.2,48.1,15,Male,Low,66.9
3798,6.5,93.5,81.2,5,2,10.7,75.5,17,Female,High,73.4
3799,3.5,98.8,92.2,4,3,5.9,57.2,18,Male,Medium,81.2
3800,3.5,97.8,30.9,5,2,5.7,93.6,15,Male,Medium,50.0
3801,2.5,67.8,71.7,4,2,9.3,79.4,16,Male,Low,62.8
3802,2.0,62.7,44.0,4,4,8.6,63.4,17,Male,Low,51.9
3803,3.0,87.4,100.0,3,1,7.6,94.6,16,Male,Medium,82.7
3804,6.4,89.5,63.0,3,0,5.3,88.3,17,Female,Medium,65.5
3805,3.8,86.0,81.2,4,3,9.6,75.8,18,Female,Medium,66.3
3806,7.3,49.8,69.5,5,3,6.9,57.6,15,Male,High,68.2
3807,6.1,67.0,58.0,3,4,6.4,64.8,17,Female,Low,57.4
3808,1.1,79.6,56.2,1,3,8.7,64.6,19,Male,Low,48.8
3809,7.6,87.3,93.8,4,3,7.0,93.4,15,Male,High,76.5
3810,8.0,91.5,84.3,3,3,5.3,49.7,15,Male,High,74.3
3811,3.5,82.2,99.2,1,0,7.1,79.1,17,Male,Low,74.5
3812,7.1,85.0,70.8,4,3,5.8,75.5,19,Female,High,78.5
3813,3.9,81.3,74.3,3,1,4.0,98.6,16,Male,Low,56.1
3814,6.2,90.3,66.0,4,1,5.7,84.2,16,Male,Medium,57.4
3815,2.8,84.7,65.7,5,2,6.2,89.6,15,Male,Low,58.9
3816,1.5,81.0,54.4,3,2,5.3,70.5,16,Male,Low,42.5
3817,5.0,76.0,71.3,3,2,7.9,57.8,15,Female,Low,56.9
3818,5.7,81.2,58.2,3,1,5.8,74.1,16,Male,Low,59.2
3819,5.0,87.3,76.6,3,1,7.7,94.0,17,Female,Medium,67.4
3820,3.0,84.0,72.6,4,0,5.2,93.9,19,Female,Low,50.0
3821,5.0,85.7,74.3,3,2,8.4,72.2,18,Female,Low,67.7
3822,6.7,100.0,95.1,2,3,5.1,64.5,18,Female,High,78.1
3823,5.9,84.0,69.4,2,4,4.0,61.0,16,Male,Medium,61.1
3824,6.5,70.3,81.4,3,3,8.9,77.5,15,Female,High,76.9
3825,4.3,93.3,100.0,3,2,5.7,82.5,17,Female,Medium,77.2
3826,8.9,59.5,89.6,4,3,9.6,100.0,17,Female,High,82.1
3827,3.1,63.8,87.3,3,1,7.8,82.2,17,Female,Low,63.0
3828,7.2,85.0,65.4,2,0,8.2,91.0,15,Female,Low,63.4
3829,9.0,87.7,73.4,3,3,8.6,66.0,17,Male,High,71.5
3830,7.2,61.3,50.2,5,3,7.2,80.8,16,Male,Low,56.0
3831,5.5,74.3,77.5,2,3,7.2,82.5,17,Female,Medium,60.8
3832,4.7,70.9,74.1,4,3,8.9,77.5,15,Female,High,76.1
3833,8.6,72.7,70.4,4,1,7.2,79.6,18,Male,High,76.8
3834,2.4,94.2,85.4,4,4,5.9,82.3,15,Female,High,74.3
3835,3.6,90.6,51.9,2,3,7.9,88.7,19,Male,Low,51.5
3836,5.0,79.7,94.5,5,3,4.0,100.0,18,Female,High,86.3
3837,9.1,71.8,83.5,4,3,9.0,39.2,18,Female,High,82.2
3838,6.9,59.8,68.9,4,1,9.0,100.0,19,Male,Medium,61.5
3839,3.6,100.0,67.8,3,0,8.8,49.2,15,Female,Low,66.2
3840,5.2,88.9,77.2,4,1,8.7,85.6,17,Female,Medium,67.7
3841,4.5,69.4,92.8,4,0,6.9,100.0,18,Male,Medium,65.4
3842,4.2,90.8,71.5,3,1,6.8,79.2,15,Female,Low,60.8
3843,8.4,78.9,72.2,3,2,5.2,83.2,17,Male,High,76.4
3844,2.6,75.7,70.3,4,4,9.6,74.4,16,Female,Medium,66.4
3845,10.0,86.5,96.7,2,4,6.3,92.0,17,Male,High,80.8
3846,8.1,68.9,64.5,4,3,7.5,86.5,19,Female,Medium,63.3
3847,8.7,74.8,69.6,1,0,7.4,67.8,17,Male,Low,64.2
3848,4.8,81.8,92.0,2,2,5.0,77.9,15,Male,Medium,75.8
3849,5.6,72.5,72.2,4,3,4.4,59.9,19,Male,Medium,68.4
3850,2.4,90.0,87.1,2,1,7.0,77.9,16,Female,Low,62.4
3851,4.7,100.0,56.3,5,3,6.3,72.5,18,Female,High,71.9
3852,7.2,68.7,66.9,5,4,6.9,82.5,19,Male,High,74.6
3853,9.2,55.0,92.3,4,2,8.6,67.2,18,Female,Medium,67.2
3854,3.2,50.0,59.9,4,3,7.3,76.1,17,Male,Low,55.7
3855,5.1,77.7,67.7,5,1,8.1,80.2,18,Female,Medium,67.7
3856,5.6,70.1,73.9,3,3,7.7,81.4,17,Male,High,77.3
3857,2.5,83.1,55.2,4,0,6.5,84.9,17,Female,Low,55.7
3858,7.5,82.0,63.8,2,1,5.5,76.9,16,Female,Medium,68.7
3859,4.2,56.0,71.7,3,3,7.4,65.8,16,Female,Low,64.6
3860,5.5,52.8,70.7,4,3,7.1,81.5,18,Female,Medium,59.1
3861,4.9,84.4,89.2,4,3,8.4,76.8,17,Female,High,83.5
3862,4.0,82.0,93.1,1,2,6.8,98.4,17,Female,Low,68.4
3863,6.0,73.6,57.2,3,3,6.6,100.0,17,Female,Medium,59.0
3864,5.5,55.1,71.7,4,3,6.7,55.3,18,Female,Low,62.9
3865,5.1,87.1,80.1,3,5,5.6,91.1,18,Male,Medium,81.6
3866,4.2,99.1,92.7,4,4,9.2,94.7,15,Male,High,79.8
3867,6.8,84.2,80.8,4,3,8.7,55.8,16,Male,High,79.9
3868,10.1,67.3,74.4,3,3,5.2,90.4,16,Female,High,65.3
3869,6.3,80.7,80.0,2,2,8.2,96.1,17,Female,Medium,66.9
3870,8.5,59.5,80.1,4,1,4.2,62.9,15,Male,Medium,74.4
3871,2.5,95.9,56.1,3,1,8.5,75.7,18,Male,Low,55.2
3872,6.4,81.2,72.9,2,3,6.0,83.4,15,Male,Medium,65.2
3873,3.3,53.5,91.9,3,3,7.5,90.3,16,Male,Medium,81.5
3874,2.3,75.5,66.9,3,3,4.1,62.2,18,Male,Low,52.0
3875,4.2,86.9,71.9,2,2,5.2,100.0,15,Male,Low,60.7
3876,9.0,75.0,66.4,3,0,7.7,43.5,17,Male,Medium,65.7
3877,8.4,75.9,35.3,4,2,5.9,100.0,19,Male,Medium,50.1
3878,6.6,61.6,70.3,4,2,5.7,89.9,17,Male,Medium,69.4
3879,2.2,88.5,74.5,4,2,9.1,68.8,18,Male,Medium,73.1
3880,5.5,70.3,62.3,2,4,10.3,95.6,18,Female,Medium,60.3
3881,6.8,47.7,52.7,3,1,8.4,61.1,16,Female,Low,46.8
3882,6.4,74.4,56.8,4,2,5.4,82.1,17,Female,High,63.0
3883,1.4,94.7,81.5,4,2,9.6,84.3,16,Male,Medium,55.0
3884,3.8,74.2,99.6,4,5,4.7,84.3,16,Male,Medium,80.9
3885,5.8,100.0,90.7,4,4,6.5,64.9,16,Female,High,85.8
3886,7.3,86.4,49.8,4,2,7.1,71.1,17,Female,High,61.9
3887,0.5,85.1,82.8,2,5,9.9,82.3,18,Male,Medium,61.1
3888,5.6,78.1,60.1,4,2,8.4,66.9,18,Female,Medium,70.1
3889,6.4,79.0,61.3,4,1,6.3,84.9,17,Female,High,65.3
3890,8.1,76.0,63.1,5,2,5.6,68.9,16,Female,Medium,68.2
3891,7.7,75.5,80.6,4,1,8.5,98.0,17,Female,High,71.2
3892,7.5,88.0,84.4,4,3,6.2,100.0,18,Female,High,69.2
3893,4.0,66.0,68.5,3,4,7.3,74.6,16,Female,Low,67.1
3894,1.2,63.9,68.8,5,3,4.9,96.6,16,Female,Low,66.1
3895,5.0,63.2,77.0,5,1,7.9,76.2,17,Female,Medium,69.7
3896,8.5,100.0,78.5,4,1,7.7,63.1,17,Female,High,74.3
3897,9.5,88.0,87.6,4,0,5.1,72.3,18,Male,High,69.3
3898,7.8,84.6,50.7,2,1,8.5,81.5,17,Female,Low,60.2
3899,7.1,64.1,70.3,4,0,7.8,47.8,15,Male,Medium,76.0
3900,6.9,89.4,54.0,4,2,8.1,91.3,16,Male,Medium,62.5
3901,4.6,78.3,69.2,4,3,6.4,81.5,19,Male,Medium,67.8
3902,5.7,83.2,66.6,2,3,7.3,98.0,16,Female,Low,54.9
3903,10.2,65.4,69.3,4,0,7.1,90.9,15,Female,Low,51.1
3904,3.6,82.4,58.0,3,2,6.8,82.2,18,Female,Low,54.2
3905,10.0,73.6,47.7,4,1,7.3,73.6,17,Female,Medium,66.5
3906,5.2,68.5,38.6,3,1,8.9,100.0,17,Female,Low,52.8
3907,9.3,91.0,68.0,4,2,8.6,100.0,17,Female,High,71.0
3908,2.5,56.9,63.5,3,1,5.2,73.9,19,Female,Low,52.0
3909,7.5,88.5,59.9,1,3,8.5,98.8,15,Female,Low,53.8
3910,4.2,90.3,89.8,4,4,8.8,67.3,17,Female,High,75.9
3911,2.5,66.8,57.1,2,2,6.8,69.4,17,Male,Low,44.1
3912,6.5,67.7,91.3,4,3,7.8,73.0,15,Female,Medium,72.4
3913,8.5,76.7,94.4,5,1,7.7,92.3,17,Female,High,76.0
3914,3.9,84.2,40.7,5,4,5.7,60.7,18,Female,High,59.0
3915,2.3,77.7,71.4,3,1,6.4,100.0,17,Male,Low,63.6
3916,5.8,86.5,64.0,4,1,8.1,96.9,18,Female,High,77.3
3917,5.8,100.0,26.3,3,1,6.3,91.9,17,Female,Low,45.6
3918,7.4,72.4,48.3,5,2,8.5,74.7,18,Male,Medium,67.4
3919,8.4,54.3,81.6,4,2,9.0,94.9,18,Female,High,67.3
3920,5.9,92.4,100.0,2,5,8.7,27.5,17,Male,High,81.1
3921,10.6,100.0,83.5,3,3,10.0,87.9,18,Male,High,73.6
3922,6.6,85.9,74.9,3,2,6.9,82.9,17,Female,Medium,66.3
3923,5.1,63.7,69.7,4,2,7.3,46.0,17,Female,Low,66.2
3924,2.0,78.1,95.2,3,3,7.5,87.3,17,Male,Low,73.0
3925,5.3,63.2,100.0,4,3,6.9,90.6,16,Female,High,77.2
3926,5.2,89.6,61.2,4,3,7.8,46.6,18,Male,High,68.1
3927,8.4,59.7,40.0,5,2,4.4,58.6,16,Female,Low,56.6
3928,7.2,75.5,38.5,5,3,7.3,100.0,17,Male,Medium,61.9
3929,3.1,64.9,89.8,3,3,4.9,76.6,16,Female,Low,69.2
3930,6.4,81.9,69.3,4,1,5.6,97.6,17,Male,High,65.0
3931,7.7,74.5,72.7,4,1,8.1,100.0,19,Male,High,69.1
3932,9.8,82.7,43.1,5,3,6.7,87.1,18,Male,High,59.0
3933,8.2,80.3,58.7,2,4,8.0,98.3,17,Female,High,69.4
3934,7.9,65.2,65.6,3,2,6.7,42.0,17,Male,Medium,57.8
3935,6.2,89.4,73.1,3,5,8.7,75.9,17,Female,High,75.1
3936,7.0,79.3,64.0,3,1,6.6,24.5,16,Female,Low,62.3
3937,9.1,65.2,54.4,2,2,4.1,48.6,16,Male,Low,57.8
3938,2.7,100.0,58.2,3,2,7.3,70.2,17,Male,Low,48.6
3939,5.1,87.1,88.1,4,4,4.0,68.0,19,Female,High,80.3
3940,4.1,77.7,73.7,3,1,4.8,80.7,17,Male,Low,59.4
3941,6.9,100.0,79.2,4,2,5.7,79.6,17,Male,High,83.3
3942,9.1,100.0,56.5,2,1,5.5,82.4,19,Female,Medium,54.1
3943,4.5,77.8,25.7,5,2,6.2,83.1,17,Male,Low,48.8
3944,0.0,85.2,62.2,5,4,5.4,86.0,16,Female,Medium,63.3
3945,5.0,65.2,57.0,4,2,4.9,62.7,16,Male,Low,48.2
3946,8.3,77.8,75.2,5,3,9.3,67.0,16,Male,High,82.1
3947,7.3,77.0,100.0,2,4,6.0,79.3,18,Female,High,89.5
3948,7.1,82.8,80.4,4,0,4.0,79.6,16,Male,Medium,66.7
3949,5.3,85.0,100.0,2,3,6.5,60.5,18,Female,Medium,71.7
3950,2.8,88.4,78.5,3,1,5.3,99.5,18,Male,Low,70.9
3951,7.3,83.6,60.6,3,1,5.7,93.0,16,Male,Low,66.2
3952,3.9,61.8,75.2,4,3,8.1,64.5,15,Female,Medium,66.3
3953,11.5,65.9,96.7,3,3,6.3,76.2,17,Female,High,86.8
3954,7.4,71.8,97.4,4,2,5.3,100.0,16,Female,High,75.1
3955,4.5,75.8,61.4,3,0,7.7,82.9,17,Female,Low,69.1
3956,4.5,95.8,73.8,5,4,8.7,87.1,17,Female,High,73.2
3957,5.8,62.6,48.6,4,3,7.8,69.0,17,Male,Low,58.0
3958,5.4,74.6,82.4,3,1,4.0,74.4,19,Female,Low,61.0
3959,8.8,94.3,93.3,3,2,5.3,100.0,16,Female,High,76.4
3960,6.5,75.5,70.6,4,0,7.1,82.0,16,Female,Medium,69.0
3961,4.2,86.9,60.0,3,2,6.6,78.7,18,Female,Medium,72.0
3962,10.7,77.9,75.4,3,2,6.5,80.1,15,Female,High,72.5
3963,6.1,83.9,76.3,4,2,5.5,100.0,15,Female,High,67.3
3964,7.9,76.6,71.2,3,1,4.9,80.7,19,Female,High,71.1
3965,4.5,90.0,72.7,3,3,10.0,65.1,16,Male,Medium,74.6
3966,6.9,56.8,67.4,3,1,7.0,68.2,15,Female,Low,59.1
3967,6.8,74.6,84.9,3,2,8.0,94.1,17,Male,High,72.4
3968,1.3,84.4,81.0,3,1,7.0,54.3,15,Male,Low,66.5
3969,11.0,88.0,55.3,2,2,7.1,88.1,17,Male,High,69.1
3970,9.2,100.0,54.8,3,1,6.9,67.0,17,Male,Medium,59.2
3971,5.0,74.1,66.2,3,3,5.3,46.5,17,Female,Low,66.7
3972,3.2,100.0,81.1,5,2,4.7,62.4,16,Female,High,74.6
3973,6.9,70.1,72.2,4,0,7.6,80.5,19,Male,Medium,64.0
3974,6.2,99.9,60.4,4,0,7.3,100.0,16,Female,Medium,67.9
3975,6.9,92.3,73.9,1,2,8.4,96.4,17,Male,Low,68.2
3976,6.5,66.3,65.0,2,1,8.1,74.7,19,Male,Low,50.9
3977,7.3,84.6,83.2,4,2,5.8,97.5,17,Male,High,81.8
3978,9.6,79.2,75.0,4,2,8.7,73.6,16,Male,High,73.3
3979,7.4,89.4,65.3,2,3,8.1,53.6,15,Male,Medium,70.3
3980,3.4,76.7,73.5,3,5,8.0,80.4,19,Female,Medium,68.2
3981,9.4,75.4,89.7,3,2,10.4,52.9,18,Female,High,82.0
3982,10.1,100.0,61.5,4,3,10.1,94.2,19,Female,High,81.0
3983,12.0,78.5,76.0,2,3,8.0,94.5,17,Female,High,77.9
3984,3.2,92.4,68.9,4,4,7.8,64.2,16,Female,High,76.6
3985,6.6,76.6,76.4,4,1,8.6,82.6,15,Male,Medium,72.2
3986,0.8,100.0,60.2,5,3,6.1,82.4,19,Female,Medium,60.4
3987,7.4,69.8,71.7,4,4,6.1,95.7,17,Male,High,77.1
3988,4.6,70.8,86.6,3,2,8.0,57.6,16,Female,Medium,72.6
3989,10.8,100.0,55.9,4,2,5.7,90.8,17,Male,High,84.1
3990,4.1,73.3,50.1,4,5,7.9,56.3,15,Male,Low,58.3
3991,1.8,100.0,50.6,4,3,7.2,94.0,16,Male,Low,62.2
3992,4.8,93.4,52.4,4,2,5.7,99.1,17,Male,Medium,62.6
3993,1.1,77.7,78.9,5,3,7.0,67.9,15,Male,Medium,58.6
3994,7.9,52.8,48.9,2,2,9.0,100.0,15,Male,Low,48.3
3995,0.8,79.7,65.5,2,1,7.1,51.7,17,Female,Low,47.2
3996,6.1,81.5,79.3,4,2,7.1,99.8,17,Female,High,65.1
3997,0.8,97.5,76.2,3,2,7.5,100.0,16,Male,Low,61.6
3998,5.2,100.0,64.2,2,3,7.7,86.2,15,Male,Medium,55.8
3999,10.1,69.7,72.9,3,2,6.5,76.5,19,Female,High,68.2
4000,6.9,92.0,71.6,4,3,7.5,85.6,15,Male,High,72.1
4001,3.8,91.5,66.6,2,2,5.4,69.1,15,Female,Low,67.9
4002,5.9,96.1,66.8,4,2,5.8,100.0,16,Male,Medium,57.0
4003,6.0,87.5,100.0,1,1,6.0,69.4,16,Female,Low,66.0
4004,7.2,50.9,82.1,2,2,7.7,100.0,17,Male,Low,61.1
4005,2.6,77.7,100.0,3,4,7.2,66.7,18,Female,Medium,72.3
4006,7.5,62.7,62.5,2,1,6.8,100.0,17,Female,Low,46.5
4007,0.0,77.0,68.7,4,3,8.0,100.0,18,Female,Low,54.1
4008,4.4,94.7,50.0,5,1,7.6,86.9,19,Male,Medium,54.7
4009,4.8,84.6,57.9,4,0,6.6,85.2,16,Female,Low,58.7
4010,7.6,97.2,98.5,3,1,5.4,62.8,17,Female,High,80.8
4011,6.1,85.1,62.2,3,3,5.8,60.6,17,Male,Medium,61.0
4012,2.5,60.5,98.8,2,1,4.8,85.4,16,Male,Low,62.6
4013,3.5,42.2,51.3,3,3,7.2,100.0,18,Male,Low,46.1
4014,6.5,82.2,54.2,3,3,5.7,70.1,18,Female,Medium,59.5
4015,5.8,76.8,64.9,4,2,6.3,100.0,17,Male,Medium,60.0
4016,4.6,65.3,69.0,2,2,6.8,69.0,15,Female,Low,64.9
4017,4.8,54.5,83.8,3,2,8.6,84.1,15,Female,Low,57.7
